h;d;av;author;year;manuscript;experiment;d_type;jod_type;stim_type;att_type;vpnr;value;stim_id;Beding;unique_id;id
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2104;3,50;NA;NA;Betsch 2010 NA 1 2104;33
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2114;2,75;NA;NA;Betsch 2010 NA 1 2114;34
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2124;3,25;NA;NA;Betsch 2010 NA 1 2124;35
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2134;6,50;NA;NA;Betsch 2010 NA 1 2134;36
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2144;11,75;NA;NA;Betsch 2010 NA 1 2144;37
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2154;6,00;NA;NA;Betsch 2010 NA 1 2154;38
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2164;3,50;NA;NA;Betsch 2010 NA 1 2164;39
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2174;2,50;NA;NA;Betsch 2010 NA 1 2174;40
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2184;2,75;NA;NA;Betsch 2010 NA 1 2184;41
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2194;2,25;NA;NA;Betsch 2010 NA 1 2194;42
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2204;4,00;NA;NA;Betsch 2010 NA 1 2204;43
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2214;13,00;NA;NA;Betsch 2010 NA 1 2214;44
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2224;21,25;NA;NA;Betsch 2010 NA 1 2224;45
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2234;3,25;NA;NA;Betsch 2010 NA 1 2234;46
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2244;2,50;NA;NA;Betsch 2010 NA 1 2244;47
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2254;1,00;NA;NA;Betsch 2010 NA 1 2254;48
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2264;3,25;NA;NA;Betsch 2010 NA 1 2264;49
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2274;2,25;NA;NA;Betsch 2010 NA 1 2274;50
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2284;2,50;NA;NA;Betsch 2010 NA 1 2284;51
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2294;5,00;NA;NA;Betsch 2010 NA 1 2294;52
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2304;5,75;NA;NA;Betsch 2010 NA 1 2304;53
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2314;4,75;NA;NA;Betsch 2010 NA 1 2314;54
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2324;6,00;NA;NA;Betsch 2010 NA 1 2324;55
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2334;3,25;NA;NA;Betsch 2010 NA 1 2334;56
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2344;3,00;NA;NA;Betsch 2010 NA 1 2344;57
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2354;1,25;NA;NA;Betsch 2010 NA 1 2354;58
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2364;8,00;NA;NA;Betsch 2010 NA 1 2364;59
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2374;4,75;NA;NA;Betsch 2010 NA 1 2374;60
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1014;2,75;NA;NA;Betsch 2010 NA 1 1014;1
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1024;5,00;NA;NA;Betsch 2010 NA 1 1024;2
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1034;2,25;NA;NA;Betsch 2010 NA 1 1034;3
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1054;7,50;NA;NA;Betsch 2010 NA 1 1054;4
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1064;13,25;NA;NA;Betsch 2010 NA 1 1064;5
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1074;6,25;NA;NA;Betsch 2010 NA 1 1074;6
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1084;12,50;NA;NA;Betsch 2010 NA 1 1084;7
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1094;1,75;NA;NA;Betsch 2010 NA 1 1094;8
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1104;3,50;NA;NA;Betsch 2010 NA 1 1104;9
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1114;9,50;NA;NA;Betsch 2010 NA 1 1114;10
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1124;5,25;NA;NA;Betsch 2010 NA 1 1124;11
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1134;48,75;NA;NA;Betsch 2010 NA 1 1134;12
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1144;20,00;NA;NA;Betsch 2010 NA 1 1144;13
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1154;8,75;NA;NA;Betsch 2010 NA 1 1154;14
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1164;8,25;NA;NA;Betsch 2010 NA 1 1164;15
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1174;11,50;NA;NA;Betsch 2010 NA 1 1174;16
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1184;30,00;NA;NA;Betsch 2010 NA 1 1184;17
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1194;3,25;NA;NA;Betsch 2010 NA 1 1194;18
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1214;7,75;NA;NA;Betsch 2010 NA 1 1214;19
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1224;2,75;NA;NA;Betsch 2010 NA 1 1224;20
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1234;8,75;NA;NA;Betsch 2010 NA 1 1234;21
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1244;4,00;NA;NA;Betsch 2010 NA 1 1244;22
2;16;jod;Betsch;2010;NA;1;total;total;word;low;1254;3,25;NA;NA;Betsch 2010 NA 1 1254;23
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2014;9,00;NA;NA;Betsch 2010 NA 1 2014;24
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2024;7,00;NA;NA;Betsch 2010 NA 1 2024;25
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2034;8,00;NA;NA;Betsch 2010 NA 1 2034;26
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2044;6,25;NA;NA;Betsch 2010 NA 1 2044;27
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2054;1,00;NA;NA;Betsch 2010 NA 1 2054;28
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2064;1,25;NA;NA;Betsch 2010 NA 1 2064;29
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2074;4,25;NA;NA;Betsch 2010 NA 1 2074;30
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2084;4,25;NA;NA;Betsch 2010 NA 1 2084;31
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2094;36,25;NA;NA;Betsch 2010 NA 1 2094;32
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2104;3,25;NA;NA;Betsch 2010 NA 1 2104;33
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2114;2,25;NA;NA;Betsch 2010 NA 1 2114;34
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2124;8,50;NA;NA;Betsch 2010 NA 1 2124;35
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2134;6,50;NA;NA;Betsch 2010 NA 1 2134;36
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2144;8,75;NA;NA;Betsch 2010 NA 1 2144;37
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2154;7,25;NA;NA;Betsch 2010 NA 1 2154;38
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2164;6,50;NA;NA;Betsch 2010 NA 1 2164;39
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2174;2,00;NA;NA;Betsch 2010 NA 1 2174;40
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2184;25,00;NA;NA;Betsch 2010 NA 1 2184;41
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2194;2,00;NA;NA;Betsch 2010 NA 1 2194;42
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2204;2,50;NA;NA;Betsch 2010 NA 1 2204;43
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2214;16,50;NA;NA;Betsch 2010 NA 1 2214;44
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2224;17,25;NA;NA;Betsch 2010 NA 1 2224;45
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2234;12,75;NA;NA;Betsch 2010 NA 1 2234;46
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2244;13,75;NA;NA;Betsch 2010 NA 1 2244;47
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2254;2,25;NA;NA;Betsch 2010 NA 1 2254;48
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2264;5,00;NA;NA;Betsch 2010 NA 1 2264;49
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2274;3,00;NA;NA;Betsch 2010 NA 1 2274;50
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2284;6,00;NA;NA;Betsch 2010 NA 1 2284;51
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2294;18,25;NA;NA;Betsch 2010 NA 1 2294;52
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2304;8,75;NA;NA;Betsch 2010 NA 1 2304;53
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2314;3,75;NA;NA;Betsch 2010 NA 1 2314;54
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2324;8,50;NA;NA;Betsch 2010 NA 1 2324;55
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2334;5,00;NA;NA;Betsch 2010 NA 1 2334;56
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2344;5,50;NA;NA;Betsch 2010 NA 1 2344;57
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2354;1,75;NA;NA;Betsch 2010 NA 1 2354;58
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2364;1,75;NA;NA;Betsch 2010 NA 1 2364;59
2;16;jod;Betsch;2010;NA;1;total;total;word;low;2374;2,00;NA;NA;Betsch 2010 NA 1 2374;60
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1014;2,50;NA;NA;Betsch 2010 NA 1 1014;1
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1024;2,75;NA;NA;Betsch 2010 NA 1 1024;2
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1034;3,25;NA;NA;Betsch 2010 NA 1 1034;3
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1054;4,75;NA;NA;Betsch 2010 NA 1 1054;4
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1064;4,00;NA;NA;Betsch 2010 NA 1 1064;5
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1074;3,75;NA;NA;Betsch 2010 NA 1 1074;6
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1084;2,25;NA;NA;Betsch 2010 NA 1 1084;7
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1094;2,50;NA;NA;Betsch 2010 NA 1 1094;8
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1104;4,50;NA;NA;Betsch 2010 NA 1 1104;9
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1114;6,75;NA;NA;Betsch 2010 NA 1 1114;10
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1124;4,75;NA;NA;Betsch 2010 NA 1 1124;11
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1134;15,00;NA;NA;Betsch 2010 NA 1 1134;12
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1144;3,50;NA;NA;Betsch 2010 NA 1 1144;13
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1154;2,75;NA;NA;Betsch 2010 NA 1 1154;14
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1164;3,25;NA;NA;Betsch 2010 NA 1 1164;15
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1174;7,25;NA;NA;Betsch 2010 NA 1 1174;16
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1184;5,00;NA;NA;Betsch 2010 NA 1 1184;17
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1194;5,75;NA;NA;Betsch 2010 NA 1 1194;18
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1214;2,50;NA;NA;Betsch 2010 NA 1 1214;19
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1224;2,50;NA;NA;Betsch 2010 NA 1 1224;20
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1234;3,75;NA;NA;Betsch 2010 NA 1 1234;21
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1244;6,50;NA;NA;Betsch 2010 NA 1 1244;22
2;24;jof;Betsch;2010;NA;1;total;total;word;low;1254;6,00;NA;NA;Betsch 2010 NA 1 1254;23
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2014;3,75;NA;NA;Betsch 2010 NA 1 2014;24
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2024;2,25;NA;NA;Betsch 2010 NA 1 2024;25
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2034;3,00;NA;NA;Betsch 2010 NA 1 2034;26
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2044;2,75;NA;NA;Betsch 2010 NA 1 2044;27
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2054;4,00;NA;NA;Betsch 2010 NA 1 2054;28
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2064;2,25;NA;NA;Betsch 2010 NA 1 2064;29
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2074;1,00;NA;NA;Betsch 2010 NA 1 2074;30
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2084;3,50;NA;NA;Betsch 2010 NA 1 2084;31
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2094;6,25;NA;NA;Betsch 2010 NA 1 2094;32
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2104;5,50;NA;NA;Betsch 2010 NA 1 2104;33
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2114;2,75;NA;NA;Betsch 2010 NA 1 2114;34
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2124;3,00;NA;NA;Betsch 2010 NA 1 2124;35
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2134;5,00;NA;NA;Betsch 2010 NA 1 2134;36
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2144;11,50;NA;NA;Betsch 2010 NA 1 2144;37
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2154;5,25;NA;NA;Betsch 2010 NA 1 2154;38
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2164;4,00;NA;NA;Betsch 2010 NA 1 2164;39
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2174;1,75;NA;NA;Betsch 2010 NA 1 2174;40
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2184;2,00;NA;NA;Betsch 2010 NA 1 2184;41
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2194;3,00;NA;NA;Betsch 2010 NA 1 2194;42
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2204;4,00;NA;NA;Betsch 2010 NA 1 2204;43
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2214;8,75;NA;NA;Betsch 2010 NA 1 2214;44
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2224;13,75;NA;NA;Betsch 2010 NA 1 2224;45
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2234;2,50;NA;NA;Betsch 2010 NA 1 2234;46
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2244;2,25;NA;NA;Betsch 2010 NA 1 2244;47
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2254;0,75;NA;NA;Betsch 2010 NA 1 2254;48
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2264;6,00;NA;NA;Betsch 2010 NA 1 2264;49
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2274;4,25;NA;NA;Betsch 2010 NA 1 2274;50
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2284;3,25;NA;NA;Betsch 2010 NA 1 2284;51
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2294;2,75;NA;NA;Betsch 2010 NA 1 2294;52
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2304;6,50;NA;NA;Betsch 2010 NA 1 2304;53
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2314;4,00;NA;NA;Betsch 2010 NA 1 2314;54
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2324;6,75;NA;NA;Betsch 2010 NA 1 2324;55
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2334;1,75;NA;NA;Betsch 2010 NA 1 2334;56
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2344;2,75;NA;NA;Betsch 2010 NA 1 2344;57
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2354;2,25;NA;NA;Betsch 2010 NA 1 2354;58
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2364;8,75;NA;NA;Betsch 2010 NA 1 2364;59
2;24;jof;Betsch;2010;NA;1;total;total;word;low;2374;4,50;NA;NA;Betsch 2010 NA 1 2374;60
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1014;2,75;NA;NA;Betsch 2010 NA 1 1014;1
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1024;5,75;NA;NA;Betsch 2010 NA 1 1024;2
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1034;2,75;NA;NA;Betsch 2010 NA 1 1034;3
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1054;21,25;NA;NA;Betsch 2010 NA 1 1054;4
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1064;9,50;NA;NA;Betsch 2010 NA 1 1064;5
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1074;6,25;NA;NA;Betsch 2010 NA 1 1074;6
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1084;8,75;NA;NA;Betsch 2010 NA 1 1084;7
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1094;3,00;NA;NA;Betsch 2010 NA 1 1094;8
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1104;4,25;NA;NA;Betsch 2010 NA 1 1104;9
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1114;7,50;NA;NA;Betsch 2010 NA 1 1114;10
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1124;6,75;NA;NA;Betsch 2010 NA 1 1124;11
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1134;13,75;NA;NA;Betsch 2010 NA 1 1134;12
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1144;19,50;NA;NA;Betsch 2010 NA 1 1144;13
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1154;9,25;NA;NA;Betsch 2010 NA 1 1154;14
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1164;8,75;NA;NA;Betsch 2010 NA 1 1164;15
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1174;8,75;NA;NA;Betsch 2010 NA 1 1174;16
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1184;18,75;NA;NA;Betsch 2010 NA 1 1184;17
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1194;3,25;NA;NA;Betsch 2010 NA 1 1194;18
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1214;5,25;NA;NA;Betsch 2010 NA 1 1214;19
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1224;3,75;NA;NA;Betsch 2010 NA 1 1224;20
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1234;8,50;NA;NA;Betsch 2010 NA 1 1234;21
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1244;4,50;NA;NA;Betsch 2010 NA 1 1244;22
2;24;jod;Betsch;2010;NA;1;total;total;word;low;1254;3,75;NA;NA;Betsch 2010 NA 1 1254;23
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2014;7,25;NA;NA;Betsch 2010 NA 1 2014;24
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2024;6,50;NA;NA;Betsch 2010 NA 1 2024;25
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2034;11,25;NA;NA;Betsch 2010 NA 1 2034;26
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2044;4,25;NA;NA;Betsch 2010 NA 1 2044;27
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2054;1,00;NA;NA;Betsch 2010 NA 1 2054;28
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2064;1,75;NA;NA;Betsch 2010 NA 1 2064;29
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2074;3,50;NA;NA;Betsch 2010 NA 1 2074;30
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2084;2,00;NA;NA;Betsch 2010 NA 1 2084;31
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2094;36,25;NA;NA;Betsch 2010 NA 1 2094;32
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2104;7,00;NA;NA;Betsch 2010 NA 1 2104;33
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2114;0,00;NA;NA;Betsch 2010 NA 1 2114;34
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2124;6,50;NA;NA;Betsch 2010 NA 1 2124;35
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2134;6,25;NA;NA;Betsch 2010 NA 1 2134;36
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2144;11,25;NA;NA;Betsch 2010 NA 1 2144;37
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2154;5,75;NA;NA;Betsch 2010 NA 1 2154;38
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2164;5,75;NA;NA;Betsch 2010 NA 1 2164;39
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2174;2,00;NA;NA;Betsch 2010 NA 1 2174;40
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2184;35,00;NA;NA;Betsch 2010 NA 1 2184;41
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2194;2,00;NA;NA;Betsch 2010 NA 1 2194;42
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2204;3,00;NA;NA;Betsch 2010 NA 1 2204;43
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2214;13,50;NA;NA;Betsch 2010 NA 1 2214;44
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2224;24,50;NA;NA;Betsch 2010 NA 1 2224;45
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2234;7,00;NA;NA;Betsch 2010 NA 1 2234;46
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2244;11,25;NA;NA;Betsch 2010 NA 1 2244;47
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2254;3,75;NA;NA;Betsch 2010 NA 1 2254;48
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2264;5,00;NA;NA;Betsch 2010 NA 1 2264;49
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2274;7,50;NA;NA;Betsch 2010 NA 1 2274;50
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2284;7,25;NA;NA;Betsch 2010 NA 1 2284;51
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2294;30,75;NA;NA;Betsch 2010 NA 1 2294;52
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2304;11,50;NA;NA;Betsch 2010 NA 1 2304;53
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2314;3,75;NA;NA;Betsch 2010 NA 1 2314;54
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2324;10,75;NA;NA;Betsch 2010 NA 1 2324;55
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2334;5,25;NA;NA;Betsch 2010 NA 1 2334;56
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2344;10,00;NA;NA;Betsch 2010 NA 1 2344;57
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2354;2,00;NA;NA;Betsch 2010 NA 1 2354;58
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2364;1,50;NA;NA;Betsch 2010 NA 1 2364;59
2;24;jod;Betsch;2010;NA;1;total;total;word;low;2374;2,50;NA;NA;Betsch 2010 NA 1 2374;60
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1802;8,00;NA;NA;Winkler 2008 NA 3 1802;331
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1804;4,00;NA;NA;Winkler 2008 NA 3 1804;332
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1805;3,00;NA;NA;Winkler 2008 NA 3 1805;333
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1807;8,00;NA;NA;Winkler 2008 NA 3 1807;334
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1809;7,00;NA;NA;Winkler 2008 NA 3 1809;335
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1810;6,00;NA;NA;Winkler 2008 NA 3 1810;336
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1811;7,00;NA;NA;Winkler 2008 NA 3 1811;337
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1812;5,00;NA;NA;Winkler 2008 NA 3 1812;338
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1814;7,00;NA;NA;Winkler 2008 NA 3 1814;339
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1816;6,00;NA;NA;Winkler 2008 NA 3 1816;340
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1817;8,00;NA;NA;Winkler 2008 NA 3 1817;341
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1818;6,00;NA;NA;Winkler 2008 NA 3 1818;342
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1819;7,00;NA;NA;Winkler 2008 NA 3 1819;343
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1820;7,00;NA;NA;Winkler 2008 NA 3 1820;344
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1821;8,00;NA;NA;Winkler 2008 NA 3 1821;345
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1822;7,00;NA;NA;Winkler 2008 NA 3 1822;346
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1823;8,00;NA;NA;Winkler 2008 NA 3 1823;347
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1825;3,00;NA;NA;Winkler 2008 NA 3 1825;348
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1826;4,00;NA;NA;Winkler 2008 NA 3 1826;349
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1827;1,00;NA;NA;Winkler 2008 NA 3 1827;350
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1828;2,00;NA;NA;Winkler 2008 NA 3 1828;351
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1829;4,00;NA;NA;Winkler 2008 NA 3 1829;352
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1831;8,00;NA;NA;Winkler 2008 NA 3 1831;353
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1832;7,00;NA;NA;Winkler 2008 NA 3 1832;354
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1834;8,00;NA;NA;Winkler 2008 NA 3 1834;355
8;8;jof;Winkler;2008;NA;3;total;total;word;high;1837;8,00;NA;NA;Winkler 2008 NA 3 1837;356
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1840;4,00;NA;NA;Winkler 2008 NA 3 1840;357
8;8;jof;Winkler;2008;NA;3;total;total;word;low;1841;8,00;NA;NA;Winkler 2008 NA 3 1841;358
