h;d;av;author;year;manuscript;experiment;d_type;jod_type;stim_type;att_type;vpnr;value;stim_id;Beding;unique_id;id
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1843;8,00;NA;NA;Winkler 2008 NA 3 1843;360
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1844;10,00;NA;NA;Winkler 2008 NA 3 1844;361
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1845;10,00;NA;NA;Winkler 2008 NA 3 1845;362
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1846;10,00;NA;NA;Winkler 2008 NA 3 1846;363
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1848;10,00;NA;NA;Winkler 2008 NA 3 1848;364
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1851;8,00;NA;NA;Winkler 2008 NA 3 1851;365
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1852;8,00;NA;NA;Winkler 2008 NA 3 1852;366
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1853;14,00;NA;NA;Winkler 2008 NA 3 1853;367
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1854;14,00;NA;NA;Winkler 2008 NA 3 1854;368
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1856;15,00;NA;NA;Winkler 2008 NA 3 1856;369
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1857;8,00;NA;NA;Winkler 2008 NA 3 1857;370
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1859;8,00;NA;NA;Winkler 2008 NA 3 1859;371
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1860;9,00;NA;NA;Winkler 2008 NA 3 1860;372
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1861;8,00;NA;NA;Winkler 2008 NA 3 1861;373
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1862;10,00;NA;NA;Winkler 2008 NA 3 1862;374
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1863;8,00;NA;NA;Winkler 2008 NA 3 1863;375
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1864;20,00;NA;NA;Winkler 2008 NA 3 1864;376
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1866;10,00;NA;NA;Winkler 2008 NA 3 1866;377
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1867;10,00;NA;NA;Winkler 2008 NA 3 1867;378
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1873;8,00;NA;NA;Winkler 2008 NA 3 1873;379
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1874;10,00;NA;NA;Winkler 2008 NA 3 1874;380
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1875;8,00;NA;NA;Winkler 2008 NA 3 1875;381
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1876;15,00;NA;NA;Winkler 2008 NA 3 1876;382
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1877;15,00;NA;NA;Winkler 2008 NA 3 1877;383
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1879;8,00;NA;NA;Winkler 2008 NA 3 1879;384
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1883;18,00;NA;NA;Winkler 2008 NA 3 1883;385
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1885;14,00;NA;NA;Winkler 2008 NA 3 1885;386
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1886;9,00;NA;NA;Winkler 2008 NA 3 1886;387
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1887;8,00;NA;NA;Winkler 2008 NA 3 1887;388
2;8;jod;Winkler;2008;NA;3;total;total;word;low;1888;8,00;NA;NA;Winkler 2008 NA 3 1888;389
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1889;8,00;NA;NA;Winkler 2008 NA 3 1889;390
2;8;jod;Winkler;2008;NA;3;total;total;word;high;1890;8,00;NA;NA;Winkler 2008 NA 3 1890;391
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1802;3,00;NA;NA;Winkler 2008 NA 3 1802;331
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1804;2,00;NA;NA;Winkler 2008 NA 3 1804;332
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1805;3,00;NA;NA;Winkler 2008 NA 3 1805;333
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1807;2,00;NA;NA;Winkler 2008 NA 3 1807;334
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1809;2,00;NA;NA;Winkler 2008 NA 3 1809;335
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1810;4,00;NA;NA;Winkler 2008 NA 3 1810;336
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1811;5,00;NA;NA;Winkler 2008 NA 3 1811;337
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1812;2,00;NA;NA;Winkler 2008 NA 3 1812;338
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1814;1,00;NA;NA;Winkler 2008 NA 3 1814;339
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1816;7,00;NA;NA;Winkler 2008 NA 3 1816;340
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1817;6,00;NA;NA;Winkler 2008 NA 3 1817;341
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1818;3,00;NA;NA;Winkler 2008 NA 3 1818;342
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1819;3,00;NA;NA;Winkler 2008 NA 3 1819;343
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1820;5,00;NA;NA;Winkler 2008 NA 3 1820;344
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1821;5,00;NA;NA;Winkler 2008 NA 3 1821;345
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1822;5,00;NA;NA;Winkler 2008 NA 3 1822;346
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1823;3,00;NA;NA;Winkler 2008 NA 3 1823;347
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1825;6,00;NA;NA;Winkler 2008 NA 3 1825;348
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1826;1,00;NA;NA;Winkler 2008 NA 3 1826;349
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1827;1,00;NA;NA;Winkler 2008 NA 3 1827;350
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1828;1,00;NA;NA;Winkler 2008 NA 3 1828;351
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1829;3,00;NA;NA;Winkler 2008 NA 3 1829;352
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1831;3,00;NA;NA;Winkler 2008 NA 3 1831;353
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1832;8,00;NA;NA;Winkler 2008 NA 3 1832;354
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1834;2,00;NA;NA;Winkler 2008 NA 3 1834;355
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1837;3,00;NA;NA;Winkler 2008 NA 3 1837;356
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1840;8,00;NA;NA;Winkler 2008 NA 3 1840;357
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1841;2,00;NA;NA;Winkler 2008 NA 3 1841;358
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1842;2,00;NA;NA;Winkler 2008 NA 3 1842;359
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1843;1,00;NA;NA;Winkler 2008 NA 3 1843;360
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1844;3,00;NA;NA;Winkler 2008 NA 3 1844;361
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1845;3,00;NA;NA;Winkler 2008 NA 3 1845;362
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1846;7,00;NA;NA;Winkler 2008 NA 3 1846;363
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1848;3,00;NA;NA;Winkler 2008 NA 3 1848;364
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1851;2,00;NA;NA;Winkler 2008 NA 3 1851;365
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1852;1,00;NA;NA;Winkler 2008 NA 3 1852;366
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1853;1,00;NA;NA;Winkler 2008 NA 3 1853;367
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1854;2,00;NA;NA;Winkler 2008 NA 3 1854;368
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1856;3,00;NA;NA;Winkler 2008 NA 3 1856;369
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1857;5,00;NA;NA;Winkler 2008 NA 3 1857;370
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1859;2,00;NA;NA;Winkler 2008 NA 3 1859;371
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1860;1,00;NA;NA;Winkler 2008 NA 3 1860;372
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1861;3,00;NA;NA;Winkler 2008 NA 3 1861;373
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1862;2,00;NA;NA;Winkler 2008 NA 3 1862;374
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1863;3,00;NA;NA;Winkler 2008 NA 3 1863;375
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1864;5,00;NA;NA;Winkler 2008 NA 3 1864;376
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1866;4,00;NA;NA;Winkler 2008 NA 3 1866;377
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1867;3,00;NA;NA;Winkler 2008 NA 3 1867;378
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1873;2,00;NA;NA;Winkler 2008 NA 3 1873;379
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1874;8,00;NA;NA;Winkler 2008 NA 3 1874;380
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1875;1,00;NA;NA;Winkler 2008 NA 3 1875;381
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1876;2,00;NA;NA;Winkler 2008 NA 3 1876;382
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1877;4,00;NA;NA;Winkler 2008 NA 3 1877;383
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1879;3,00;NA;NA;Winkler 2008 NA 3 1879;384
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1883;3,00;NA;NA;Winkler 2008 NA 3 1883;385
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1885;3,00;NA;NA;Winkler 2008 NA 3 1885;386
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1886;1,00;NA;NA;Winkler 2008 NA 3 1886;387
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1887;5,00;NA;NA;Winkler 2008 NA 3 1887;388
2;16;jof;Winkler;2008;NA;3;total;total;word;low;1888;3,00;NA;NA;Winkler 2008 NA 3 1888;389
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1889;5,00;NA;NA;Winkler 2008 NA 3 1889;390
2;16;jof;Winkler;2008;NA;3;total;total;word;high;1890;8,00;NA;NA;Winkler 2008 NA 3 1890;391
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1802;12,00;NA;NA;Winkler 2008 NA 3 1802;331
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1804;12,00;NA;NA;Winkler 2008 NA 3 1804;332
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1805;12,00;NA;NA;Winkler 2008 NA 3 1805;333
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1807;13,00;NA;NA;Winkler 2008 NA 3 1807;334
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1809;10,00;NA;NA;Winkler 2008 NA 3 1809;335
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1810;18,00;NA;NA;Winkler 2008 NA 3 1810;336
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1811;9,00;NA;NA;Winkler 2008 NA 3 1811;337
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1812;8,00;NA;NA;Winkler 2008 NA 3 1812;338
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1814;8,00;NA;NA;Winkler 2008 NA 3 1814;339
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1816;8,00;NA;NA;Winkler 2008 NA 3 1816;340
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1817;16,00;NA;NA;Winkler 2008 NA 3 1817;341
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1818;12,00;NA;NA;Winkler 2008 NA 3 1818;342
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1819;8,00;NA;NA;Winkler 2008 NA 3 1819;343
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1820;10,00;NA;NA;Winkler 2008 NA 3 1820;344
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1821;10,00;NA;NA;Winkler 2008 NA 3 1821;345
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1822;23,00;NA;NA;Winkler 2008 NA 3 1822;346
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1823;10,00;NA;NA;Winkler 2008 NA 3 1823;347
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1825;23,00;NA;NA;Winkler 2008 NA 3 1825;348
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1826;8,00;NA;NA;Winkler 2008 NA 3 1826;349
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1827;8,00;NA;NA;Winkler 2008 NA 3 1827;350
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1828;14,00;NA;NA;Winkler 2008 NA 3 1828;351
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1829;15,00;NA;NA;Winkler 2008 NA 3 1829;352
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1831;8,00;NA;NA;Winkler 2008 NA 3 1831;353
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1832;16,00;NA;NA;Winkler 2008 NA 3 1832;354
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1834;16,00;NA;NA;Winkler 2008 NA 3 1834;355
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1837;12,00;NA;NA;Winkler 2008 NA 3 1837;356
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1840;12,00;NA;NA;Winkler 2008 NA 3 1840;357
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1841;18,00;NA;NA;Winkler 2008 NA 3 1841;358
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1842;10,00;NA;NA;Winkler 2008 NA 3 1842;359
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1843;10,00;NA;NA;Winkler 2008 NA 3 1843;360
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1844;15,00;NA;NA;Winkler 2008 NA 3 1844;361
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1845;12,00;NA;NA;Winkler 2008 NA 3 1845;362
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1846;12,00;NA;NA;Winkler 2008 NA 3 1846;363
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1848;10,00;NA;NA;Winkler 2008 NA 3 1848;364
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1851;20,00;NA;NA;Winkler 2008 NA 3 1851;365
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1852;9,00;NA;NA;Winkler 2008 NA 3 1852;366
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1853;9,00;NA;NA;Winkler 2008 NA 3 1853;367
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1854;9,00;NA;NA;Winkler 2008 NA 3 1854;368
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1856;17,00;NA;NA;Winkler 2008 NA 3 1856;369
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1857;10,00;NA;NA;Winkler 2008 NA 3 1857;370
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1859;8,00;NA;NA;Winkler 2008 NA 3 1859;371
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1860;8,00;NA;NA;Winkler 2008 NA 3 1860;372
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1861;10,00;NA;NA;Winkler 2008 NA 3 1861;373
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1862;10,00;NA;NA;Winkler 2008 NA 3 1862;374
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1863;8,00;NA;NA;Winkler 2008 NA 3 1863;375
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1864;14,00;NA;NA;Winkler 2008 NA 3 1864;376
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1866;15,00;NA;NA;Winkler 2008 NA 3 1866;377
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1867;9,00;NA;NA;Winkler 2008 NA 3 1867;378
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1873;9,00;NA;NA;Winkler 2008 NA 3 1873;379
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1874;17,00;NA;NA;Winkler 2008 NA 3 1874;380
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1875;8,00;NA;NA;Winkler 2008 NA 3 1875;381
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1876;13,00;NA;NA;Winkler 2008 NA 3 1876;382
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1877;12,00;NA;NA;Winkler 2008 NA 3 1877;383
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1879;9,00;NA;NA;Winkler 2008 NA 3 1879;384
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1883;10,00;NA;NA;Winkler 2008 NA 3 1883;385
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1885;8,00;NA;NA;Winkler 2008 NA 3 1885;386
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1886;8,00;NA;NA;Winkler 2008 NA 3 1886;387
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1887;14,00;NA;NA;Winkler 2008 NA 3 1887;388
2;16;jod;Winkler;2008;NA;3;total;total;word;low;1888;10,00;NA;NA;Winkler 2008 NA 3 1888;389
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1889;10,00;NA;NA;Winkler 2008 NA 3 1889;390
2;16;jod;Winkler;2008;NA;3;total;total;word;high;1890;8,00;NA;NA;Winkler 2008 NA 3 1890;391
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1802;7,00;NA;NA;Winkler 2008 NA 3 1802;331
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1804;6,00;NA;NA;Winkler 2008 NA 3 1804;332
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1805;2,00;NA;NA;Winkler 2008 NA 3 1805;333
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1807;3,00;NA;NA;Winkler 2008 NA 3 1807;334
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1809;2,00;NA;NA;Winkler 2008 NA 3 1809;335
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1810;4,00;NA;NA;Winkler 2008 NA 3 1810;336
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1811;4,00;NA;NA;Winkler 2008 NA 3 1811;337
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1812;1,00;NA;NA;Winkler 2008 NA 3 1812;338
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1814;2,00;NA;NA;Winkler 2008 NA 3 1814;339
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1816;2,00;NA;NA;Winkler 2008 NA 3 1816;340
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1817;4,00;NA;NA;Winkler 2008 NA 3 1817;341
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1818;1,00;NA;NA;Winkler 2008 NA 3 1818;342
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1819;2,00;NA;NA;Winkler 2008 NA 3 1819;343
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1820;4,00;NA;NA;Winkler 2008 NA 3 1820;344
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1821;2,00;NA;NA;Winkler 2008 NA 3 1821;345
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1822;4,00;NA;NA;Winkler 2008 NA 3 1822;346
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1823;5,00;NA;NA;Winkler 2008 NA 3 1823;347
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1825;4,00;NA;NA;Winkler 2008 NA 3 1825;348
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1826;6,00;NA;NA;Winkler 2008 NA 3 1826;349
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1827;4,00;NA;NA;Winkler 2008 NA 3 1827;350
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1828;2,00;NA;NA;Winkler 2008 NA 3 1828;351
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1829;2,00;NA;NA;Winkler 2008 NA 3 1829;352
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1831;2,00;NA;NA;Winkler 2008 NA 3 1831;353
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1832;4,00;NA;NA;Winkler 2008 NA 3 1832;354
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1834;1,00;NA;NA;Winkler 2008 NA 3 1834;355
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1837;2,00;NA;NA;Winkler 2008 NA 3 1837;356
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1840;5,00;NA;NA;Winkler 2008 NA 3 1840;357
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1841;2,00;NA;NA;Winkler 2008 NA 3 1841;358
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1842;2,00;NA;NA;Winkler 2008 NA 3 1842;359
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1843;3,00;NA;NA;Winkler 2008 NA 3 1843;360
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1844;4,00;NA;NA;Winkler 2008 NA 3 1844;361
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1845;3,00;NA;NA;Winkler 2008 NA 3 1845;362
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1846;8,00;NA;NA;Winkler 2008 NA 3 1846;363
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1848;5,00;NA;NA;Winkler 2008 NA 3 1848;364
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1851;3,00;NA;NA;Winkler 2008 NA 3 1851;365
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1852;4,00;NA;NA;Winkler 2008 NA 3 1852;366
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1853;8,00;NA;NA;Winkler 2008 NA 3 1853;367
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1854;1,00;NA;NA;Winkler 2008 NA 3 1854;368
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1856;1,00;NA;NA;Winkler 2008 NA 3 1856;369
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1857;3,00;NA;NA;Winkler 2008 NA 3 1857;370
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1859;2,00;NA;NA;Winkler 2008 NA 3 1859;371
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1860;6,00;NA;NA;Winkler 2008 NA 3 1860;372
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1861;1,00;NA;NA;Winkler 2008 NA 3 1861;373
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1862;5,00;NA;NA;Winkler 2008 NA 3 1862;374
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1863;3,00;NA;NA;Winkler 2008 NA 3 1863;375
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1864;4,00;NA;NA;Winkler 2008 NA 3 1864;376
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1866;3,00;NA;NA;Winkler 2008 NA 3 1866;377
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1867;3,00;NA;NA;Winkler 2008 NA 3 1867;378
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1873;6,00;NA;NA;Winkler 2008 NA 3 1873;379
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1874;8,00;NA;NA;Winkler 2008 NA 3 1874;380
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1875;5,00;NA;NA;Winkler 2008 NA 3 1875;381
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1876;5,00;NA;NA;Winkler 2008 NA 3 1876;382
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1877;4,00;NA;NA;Winkler 2008 NA 3 1877;383
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1879;1,00;NA;NA;Winkler 2008 NA 3 1879;384
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1883;3,00;NA;NA;Winkler 2008 NA 3 1883;385
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1885;3,00;NA;NA;Winkler 2008 NA 3 1885;386
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1886;2,00;NA;NA;Winkler 2008 NA 3 1886;387
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1887;1,00;NA;NA;Winkler 2008 NA 3 1887;388
2;24;jof;Winkler;2008;NA;3;total;total;word;low;1888;2,00;NA;NA;Winkler 2008 NA 3 1888;389
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1889;2,00;NA;NA;Winkler 2008 NA 3 1889;390
2;24;jof;Winkler;2008;NA;3;total;total;word;high;1890;4,00;NA;NA;Winkler 2008 NA 3 1890;391
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1802;20,00;NA;NA;Winkler 2008 NA 3 1802;331
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1804;8,00;NA;NA;Winkler 2008 NA 3 1804;332
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1805;8,00;NA;NA;Winkler 2008 NA 3 1805;333
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1807;24,00;NA;NA;Winkler 2008 NA 3 1807;334
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1809;24,00;NA;NA;Winkler 2008 NA 3 1809;335
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1810;12,00;NA;NA;Winkler 2008 NA 3 1810;336
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1811;9,00;NA;NA;Winkler 2008 NA 3 1811;337
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1812;20,00;NA;NA;Winkler 2008 NA 3 1812;338
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1814;8,00;NA;NA;Winkler 2008 NA 3 1814;339
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1816;8,00;NA;NA;Winkler 2008 NA 3 1816;340
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1817;12,00;NA;NA;Winkler 2008 NA 3 1817;341
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1818;8,00;NA;NA;Winkler 2008 NA 3 1818;342
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1819;10,00;NA;NA;Winkler 2008 NA 3 1819;343
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1820;10,00;NA;NA;Winkler 2008 NA 3 1820;344
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1821;12,00;NA;NA;Winkler 2008 NA 3 1821;345
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1822;13,00;NA;NA;Winkler 2008 NA 3 1822;346
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1823;15,00;NA;NA;Winkler 2008 NA 3 1823;347
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1825;21,00;NA;NA;Winkler 2008 NA 3 1825;348
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1826;20,00;NA;NA;Winkler 2008 NA 3 1826;349
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1827;8,00;NA;NA;Winkler 2008 NA 3 1827;350
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1828;10,00;NA;NA;Winkler 2008 NA 3 1828;351
